site,station_code,date_sampled,REGsites,WBID,"2, 4-D_1",Aceta_1,Alkalinity_1,ATEMP_1,BacR_1,Bentazon_1,Carbamazepine_1,CHLa_C_1,CHLa_C_2,CHLa_UnC_1,CHLa_UnC_2,CHLb_Tri_N_1,CHLb_Tri_N_2,CHLc_Tri_N_1,CHLc_Tri_N_2,DG3_1,Diuron_1,DO_1,DO_p_1,DTKN_1,DTKN_2,DTKN_3,ENTERO_1,FECCOL_1,Fenuron_1,Fluoride_1,Fluridone_1,GFD_1,GULL2_1,HF183_1,Hydrocodone_1,Ibuprofen_1,Imazapyr_1,Imidacloprid_1,Linuron_1,MCPP_1,Naproxen_1,NH4_N_1,NH4_N_2,NH4_N_3,NO23F_1,OD664b/OD665a_1,OD664b/OD665a_2,pH_1,PHEA_1,PHEA_2,Primidone_1,Pyraclostrobin_1,SALT_1,SECCHI_1,SpCond_1,Sucra_1,TKN_1,TN_1,TP_1,TP_2,TP_3,Triclopyr_1,TSS_1,Turbidity_1,TURBIDITY_1,W-CL-IC_1,W-COLOR_1,W-SO4-IC_1,W-TDS_1,W-TOC_1,WDEPTH_1,WIND_D_1,WIND_S_1,WTEM_1
River North,GTMRNNUT,2018-06-11T09:30:00Z,Excluded,River,NA,NA,NA,26.7,NA,NA,NA,17.9,NA,21.1,NA,2,NA,3.4,NA,NA,NA,2.59,38,1.04,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,NA,0.036,1.57,NA,7.43,4.2,NA,NA,NA,24.34,0.5,38399,NA,1.03,1.06,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0975609756097562,NA,2,27.3
River North,GTMRNNUT,2018-07-11T10:20:00Z,Excluded,River,NA,NA,NA,29.4,NA,NA,NA,16.1,NA,18.4,NA,2,NA,3.3,NA,NA,NA,3.4,49.7,0.89,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,0.057,1.59,NA,7.12,2.9,NA,NA,NA,19.55,1.1,31506,NA,1.16,1.19,0.0944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0060975609756098,NA,2.1,29.6
River North,GTMRNNUT,2018-08-08T08:29:00Z,Excluded,River,NA,NA,NA,28.9,NA,NA,NA,12,NA,14.9,NA,1.9,NA,2.4,NA,NA,NA,3.35,47.8,1.71,NA,NA,10,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,NA,NA,0.05,1.52,NA,7.49,4.1,NA,NA,NA,15.97,0.6,26065,NA,1.41,1.43,0.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9451219512195123,NA,0.8,29.5
River North,GTMRNNUT,2018-09-06T08:51:00Z,Excluded,River,NA,NA,NA,29.1,NA,NA,NA,26,NA,30.9,NA,2.3,NA,5,NA,NA,NA,2.73,39.6,1.09,NA,NA,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161,NA,NA,0.051,1.56,NA,7.26,6.5,NA,NA,NA,21.05,0.5,33773,NA,1.37,1.42,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1890243902439024,NA,1,28.5
River North,GTMRNNUT,2018-10-22T09:46:00Z,Excluded,River,NA,NA,NA,24.2,NA,NA,NA,10.7,NA,12.4,NA,2,NA,2,NA,NA,NA,5,67.5,0.99,NA,NA,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,NA,NA,0.014,1.58,NA,7.59,2.1,NA,NA,NA,30.84,1,47383,NA,0.8,0.81,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3719512195121952,NA,4,21.8
River North,GTMRNNUT,2018-11-07T10:15:00Z,Excluded,River,NA,NA,NA,29.1,NA,NA,NA,6.3,NA,8.7,NA,2,NA,2,NA,NA,NA,3.8,53.8,1,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167,NA,NA,0.014,1.45,NA,7.25,3.5,NA,NA,NA,28.19,1.1,43616,NA,0.73,0.74,0.0712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.829268292682927,NA,0.4,25
River North,GTMRNNUT,2018-12-05T09:43:00Z,Excluded,River,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,NA,NA,NA,22.55,0.6,36014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43256,NA,5,17
River North,GTMRNNUT,2019-01-22T11:30:00Z,Excluded,River,NA,NA,NA,13.05556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,NA,NA,NA,NA,21.57,1,34316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8288,NA,1.61,13.5
River North,GTMRNNUT,2019-02-04T10:49:00Z,Excluded,River,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54,NA,NA,NA,NA,20.72,1,33064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70688,NA,1.6,14.4
River North,GTMRNNUT,2019-03-04T10:00:00Z,Excluded,River,NA,NA,NA,21.27778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,NA,NA,NA,19.8,0.6,31125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66667,NA,2.2352,20
FDEP River 1,GTMGR1NUT,2018-07-11T09:59:00Z,River,River,NA,NA,116,28.8,NA,NA,NA,12,NA,14,NA,NA,NA,NA,NA,NA,NA,3.59,52.8,0.73,NA,NA,10,10,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,0.008,NA,NA,7.12,2.9,NA,NA,NA,21,1,33680,NA,1,NA,0.1,NA,NA,NA,10,6.8,NA,NA,NA,NA,NA,12,1.4329268292682928,NA,4.7,29.5
FDEP River 1,GTMGR1NUT,2018-08-08T08:21:00Z,River,River,NA,NA,NA,28.5,NA,NA,NA,12.7,NA,15.7,NA,2,NA,2.5,NA,NA,NA,3.86,55.5,1.3,NA,NA,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,NA,0.05,1.52,NA,7.56,4.3,NA,NA,NA,15.99,0.6,26811,NA,1.1,1.1,0.0788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2804878048780488,NA,2.4,29.6
FDEP River 1,GTMGR1NUT,2018-09-06T08:34:00Z,River,River,0.0039,0.008,117,28.2,1500,0.014,8e-4,5.7,NA,7.9,NA,NA,NA,NA,NA,1300,0.0022,4.17,61.4,0.72,NA,NA,10,10,0.016,0.9,0.012,170,8400,140,8e-4,0.02,0.042,0.0055,0.004,0.002,0.008,0.11,NA,NA,0.014,NA,NA,7.41,3.4,NA,0.004,0.002,21.83,0.6,34872,0.26,0.83,NA,0.085,NA,NA,0.004,12,8.4,NA,NA,NA,NA,NA,9.5,1.4939024390243905,NA,3,29.2
FDEP River 1,GTMGR1NUT,2018-10-22T09:37:00Z,River,River,NA,NA,NA,24.1,NA,NA,NA,4.4,NA,5.7,NA,2,NA,2,NA,NA,NA,4.93,69.1,1.26,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,0.02,1.48,NA,7.51,2,NA,NA,NA,30.96,1.1,47515,NA,0.78,0.8,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7073170731707317,NA,4.1,22.6
FDEP River 1,GTMGR1NUT,2018-11-07T10:05:00Z,River,River,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33,NA,NA,NA,NA,28.92,1.1,44843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.073170731707317,NA,0.4,24.9
FDEP River 1,GTMGR1NUT,2018-11-07T11:05:00Z,River,River,NA,NA,NA,NA,NA,NA,NA,6,NA,7.8,NA,1.5,NA,1.5,NA,NA,NA,NA,NA,1.14,NA,NA,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,NA,NA,0.013,1.48,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,0.66,0.67,0.0698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FDEP River 1,GTMGR1NUT,2018-12-05T09:27:00Z,River,River,NA,NA,0.055,10,NA,NA,NA,5.1,NA,1.3,NA,NA,NA,NA,NA,NA,NA,6.21,74.1,4.1,NA,NA,30,10,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,22900,NA,NA,7.56,0.009,NA,NA,NA,24.72,0.9,38915,NA,0.052,NA,0.65,NA,NA,NA,0.79,6.2,NA,13000,22,1900,114,8.8,1.73736,NA,4.8,16.7
FDEP River 1,GTMGR1NUT,2019-01-22T11:18:00Z,River,River,NA,NA,NA,12.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,NA,NA,NA,NA,22.86,1.1,36162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22504,NA,1.34,13.9
FDEP River 1,GTMGR1NUT,2019-02-04T10:34:00Z,River,River,0.0025,0.008,108,14.7,NA,0.0089,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,7.29,80.3,0.48,NA,NA,NA,NA,0.016,0.76,0.0039,NA,NA,NA,0.002,0.02,0.045,0.0058,0.004,0.002,0.008,0.055,NA,NA,0.011,NA,NA,7.55,NA,NA,0.004,0.002,20.7,1,33096,0.38,0.5,NA,0.053,NA,NA,0.004,7,NA,5.4,NA,NA,NA,NA,8.7,1.85928,NA,1.4,14.2
FDEP River 1,GTMGR1NUT,2019-03-04T09:48:00Z,River,River,NA,NA,NA,20.77778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,NA,NA,21.22,0.55,33858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64592,NA,3.26339,21.1
Guana River,GTMGRNUT,2017-07-20T09:15:00Z,River,River,NA,NA,NA,28,NA,NA,NA,6,NA,7.6,NA,2,NA,2,NA,NA,NA,1.34,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1.51,NA,7.27,2.2,NA,NA,NA,30.9,0.91,47692,NA,0.83,0.85,0.0599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,30
Guana River,GTMGRNUT,2017-08-03T08:39:00Z,River,River,NA,NA,NA,29.277777777777782,NA,NA,NA,4.5,NA,6,NA,3.4,NA,3.4,NA,NA,NA,3.12,39.43,NA,NA,NA,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,1.46,NA,6.87,3.4,NA,NA,NA,25.73,0.673,40341,NA,0.89,0.92,0.0604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81594,27.5
Guana River,GTMGRNUT,2017-09-20T11:39:00Z,River,River,NA,NA,NA,31.611111111111114,NA,NA,NA,17,NA,19,NA,10,NA,10,NA,NA,NA,3.15,41.66,NA,NA,NA,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,1.62,NA,6.97,10,NA,NA,NA,16.09,0.353,26453,NA,1.1,1.13,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02642,29.9
Guana River,GTMGRNUT,2017-10-18T10:39:00Z,River,River,NA,NA,NA,26.4,NA,NA,NA,4,NA,5.8,NA,3.4,NA,3.4,NA,NA,NA,5.91,74.9,NA,NA,NA,52,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1.43,NA,7.06,3.4,NA,NA,NA,22.03,0.31,35017,NA,1.33,1.38,0.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24.3
Guana River,GTMGRNUT,2017-11-02T11:58:00Z,River,River,NA,NA,NA,23.4,NA,NA,NA,19,NA,25,NA,14,NA,14,NA,NA,NA,5.92,72.2,NA,NA,NA,41,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,1.47,NA,7.04,14,NA,NA,NA,15.1,0.15,24784,NA,1.15,1.2,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,21
Guana River,GTMGRNUT,2017-12-13T12:04:00Z,River,River,NA,NA,NA,19.111111111111114,NA,NA,NA,7.2,NA,8,NA,4,NA,4,NA,NA,NA,9.37,88.44,0.57,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,0.024,1.61,NA,6.41,4,NA,NA,NA,16.55,0.372,26946,NA,0.71,0.73,0.0654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3553499999999996,13.2
Guana River,GTMGRNUT,2018-01-17T10:22:00Z,River,River,NA,NA,NA,15.277777777777779,NA,NA,NA,3.6,NA,3.6,NA,2,NA,2,NA,NA,NA,7.95,86,0.36,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,0.056,1.78,NA,6.73,2,NA,NA,NA,26.16,1.4,40856,NA,0.35,0.5,0.0376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.710699999999999,11.6
Guana River,GTMGRNUT,2018-02-14T08:57:00Z,River,River,NA,NA,NA,16,NA,NA,NA,5.3,NA,6.4,NA,1.5,NA,1.5,NA,NA,NA,7.5,90.9,0.82,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,NA,NA,0.045,1.55,NA,6.62,1.5,NA,NA,NA,25.57,0.9,39976,NA,0.5,0.55,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.30295,17.2
Guana River,GTMGRNUT,2018-03-28T08:29:00Z,River,River,NA,NA,NA,19.2,NA,NA,NA,4.6,NA,5.5,NA,1.4,NA,1.4,NA,NA,NA,7.09,91.1,0.64,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,0.054,1.56,NA,7.32,1.4,NA,NA,NA,31.73,1.3,48549,NA,0.52,0.57,0.0294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.304878048780488,NA,0,18.3
Guana River,GTMGRNUT,2018-04-24T07:32:00Z,River,River,NA,NA,NA,19.7,NA,NA,NA,4.7,NA,5.7,NA,2.5,NA,2.5,NA,NA,NA,5.87,78.6,0.48,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,NA,NA,0.05,1.54,NA,6.96,2.5,NA,NA,NA,28.69,0.8,44381,NA,0.5,0.5,0.0413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.390243902439025,NA,1.5,21.7
Guana River,GTMGRNUT,2018-05-30T11:09:00Z,River,River,NA,NA,NA,26.8,NA,NA,NA,9,NA,10.4,NA,2.3,NA,2.3,NA,NA,NA,5.24,79,0.62,NA,NA,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,NA,0.053,1.58,NA,7.66,2.3,NA,NA,NA,33.13,1,50680,NA,0.5,0.5,0.0431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.817073170731708,NA,1,26.8
Guana River,GTMGRNUT,2018-06-11T09:08:00Z,River,River,NA,NA,NA,27.4,NA,NA,NA,8.5,NA,10.2,NA,2.5,NA,2.5,NA,NA,NA,4.34,62.9,0.84,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,0.048,1.55,NA,7.46,2.5,NA,NA,NA,23.26,0.8,36884,NA,0.91,0.95,0.0668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.176829268292683,NA,1.1,27.9
Guana River,GTMGRNUT,2018-07-11T09:35:00Z,River,River,NA,NA,113,28,NA,NA,NA,8.9,NA,11,NA,NA,NA,NA,NA,NA,NA,4.21,62.6,0.59,NA,NA,10,10,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,0.011,NA,NA,7.15,3,NA,NA,NA,23.25,1,36909,NA,0.75,NA,0.082,NA,NA,NA,12,7.9,NA,NA,NA,NA,NA,9.5,3.8109756097560976,NA,2.2,29.4
Guana River,GTMGRNUT,2018-08-08T08:05:00Z,River,River,NA,NA,NA,27.7,NA,NA,NA,18,NA,19.4,NA,2.5,NA,4.1,NA,NA,NA,4.54,64.7,1.17,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,0.05,1.66,NA,7.54,2.5,NA,NA,NA,18.78,0.7,30501,NA,1.01,1.04,0.0651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.207317073170732,NA,1.5,30.2
Guana River,GTMGRNUT,2018-09-06T08:11:00Z,River,River,0.0038,0.008,114,28.3,1500,0.014,8e-4,4.5,NA,5.7,NA,NA,NA,NA,NA,1300,0.0034,4.73,70,0.61,NA,NA,10,10,0.016,0.92,0.012,170,8400,140,8e-4,0.02,0.05,0.0064,0.004,0.002,0.008,0.075,NA,NA,0.035,NA,NA,7.44,1.7,NA,0.004,0.002,23.21,0.8,36840,0.22,0.61,NA,0.076,NA,NA,0.004,10,7,NA,NA,NA,NA,NA,8.3,4.2682926829268295,NA,2.1,29.1
Guana River,GTMGRNUT,2018-10-22T09:25:00Z,River,River,NA,NA,NA,24.1,NA,NA,NA,5.5,NA,6.5,NA,2,NA,2,NA,NA,NA,5.21,75.9,0.79,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,NA,NA,0.026,1.57,NA,7.71,2,NA,NA,NA,32.6,1.3,49812,NA,0.89,0.91,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.634146341463414,NA,4.6,24.6
Guana River,GTMGRNUT,2018-11-07T09:51:00Z,River,River,NA,NA,NA,27.9,NA,NA,NA,4,NA,4.6,NA,1.3,NA,1.3,NA,NA,NA,5.79,84.3,0.91,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,1.13,0.065,0.016,1.6,NA,7.71,1.3,NA,NA,NA,33.84,1.45,51496,NA,0.14,NA,0.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.182926829268293,NA,0.6,24.2
Guana River,GTMGRNUT,2018-12-05T09:06:00Z,River,River,NA,NA,5.2,8.9,NA,NA,NA,4.1,NA,4.8,NA,NA,NA,NA,NA,NA,NA,6.63,83.1,0.048,NA,NA,10,10,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,0.03,NA,NA,7.72,0.92,NA,NA,NA,30.2,1.1,46448,NA,0.012,NA,0.46,NA,NA,NA,0.53,5,NA,16000,11,2300,113,8,4.66344,NA,5.5,17.4
Guana River,GTMGRNUT,2019-01-22T11:00:00Z,River,River,NA,NA,NA,11.94444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,NA,NA,NA,NA,28.82,1.3,44634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69976,NA,2.503,14.4
Guana River,GTMGRNUT,2019-02-04T10:10:00Z,River,River,0.0059,0.008,105,13.8,NA,0.0087,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,8.08,90.6,0.43,NA,NA,NA,NA,0.016,0.83,0.0043,NA,NA,NA,0.002,0.02,0.042,0.0067,0.004,0.002,0.008,0.03,NA,NA,0.012,NA,NA,7.66,NA,NA,0.004,0.002,23.74,1.3,37323,0.3,0.41,NA,0.044,NA,NA,0.004,7,NA,4,NA,NA,NA,NA,7.9,4.99872,NA,3.9,13.8
Guana River,GTMGRNUT,2019-03-04T09:30:00Z,River,River,NA,NA,NA,20.77778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,NA,NA,NA,NA,24.69,0.875,38583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8768,NA,3.12928,20.6
FDEP River 3,GTMGR3NUT,2018-07-11T09:03:00Z,Excluded,River,NA,NA,115,27.1,NA,NA,NA,8,NA,9.7,NA,NA,NA,NA,NA,NA,NA,4.68,70.4,0.62,NA,NA,10,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,0.013,NA,NA,7.17,2.3,NA,NA,NA,24.86,1,39222,NA,0.67,NA,0.067,NA,NA,NA,9,6,NA,NA,NA,NA,NA,8.4,3.048780487804878,NA,3,29.2
FDEP River 3,GTMGR3NUT,2018-08-08T07:50:00Z,Excluded,River,NA,NA,NA,27.7,NA,NA,NA,10.7,NA,12.2,NA,2,NA,2.2,NA,NA,NA,4.66,68.7,0.97,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,0.05,1.6,NA,7.61,2,NA,NA,NA,19.93,0.8,31927,NA,1.05,1.08,0.0586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7439024390243905,NA,0.4,30.1
FDEP River 3,GTMGR3NUT,2018-09-06T07:48:00Z,Excluded,River,0.0037,0.008,114,28.6,1500,0.016,8e-4,4.4,NA,5.4,NA,NA,NA,NA,NA,1300,0.0032,4.57,68.3,0.56,NA,NA,10,10,0.016,0.94,0.016,170,8400,140,8e-4,0.02,0.044,0.007,0.004,0.002,0.008,0.058,NA,NA,0.037,NA,NA,7.42,1.3,NA,0.004,0.002,25.02,0.9,39340,0.22,0.49,NA,0.069,NA,NA,0.004,10,6.3,NA,NA,NA,NA,NA,7.9,3.1707317073170733,NA,3.9,29
FDEP River 3,GTMGR3NUT,2018-10-22T09:09:00Z,Excluded,River,NA,NA,NA,24.1,NA,NA,NA,5.9,NA,6.8,NA,2,NA,2,NA,NA,NA,5.17,74.6,0.83,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,0.023,1.59,NA,7.81,2,NA,NA,NA,33.73,1.2,51376,NA,0.5,0.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5365853658536586,NA,4,24.8
FDEP River 3,GTMGR3NUT,2018-11-07T09:42:00Z,Excluded,River,NA,NA,NA,27.3,NA,NA,NA,4.5,NA,5.4,NA,1.4,NA,1.4,NA,NA,NA,5.89,85.1,0.99,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,NA,0.015,1.56,NA,7.74,1.4,NA,NA,NA,34.11,1.5,51887,NA,0.14,NA,0.0342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8109756097560976,NA,0,24.3
FDEP River 3,GTMGR3NUT,2018-12-05T08:42:00Z,Excluded,River,NA,NA,3.9,8.5,NA,NA,NA,5.6,NA,6.2,NA,NA,NA,NA,NA,NA,NA,6.81,87.8,0.039,NA,NA,10,9,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31400,NA,NA,0.017,NA,NA,7.81,0.73,NA,NA,NA,33.34,1.2,50713,NA,0.012,NA,0.44,NA,NA,NA,0.42,8.7,NA,18000,4.1,2600,116,10,3.13914,NA,5.5,18
FDEP River 3,GTMGR3NUT,2019-01-22T10:41:00Z,Excluded,River,NA,NA,NA,11.88889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,NA,32.55,1.2,49751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17576,NA,2.50342,14.5
FDEP River 3,GTMGR3NUT,2019-02-04T09:47:00Z,Excluded,River,0.0023,0.008,108,13.8,NA,0.0062,8e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,7.9,89.8,0.36,NA,NA,NA,NA,0.016,0.92,0.0031,NA,NA,NA,0.002,0.02,0.029,0.005,0.004,0.002,0.008,0.019,NA,NA,0.008,NA,NA,7.72,NA,NA,0.004,0.002,26.29,1.4,40942,0.19,0.36,NA,0.041,NA,NA,0.004,5,NA,3,NA,NA,NA,NA,6.2,3.44424,NA,3,13.8
FDEP River 3,GTMGR3NUT,2019-03-04T09:12:00Z,Excluded,River,NA,NA,NA,20.5556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,27.22,0.95,42270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.048,NA,1.87757,20.1
