site,station_code,date_sampled,activity_type,latitude,longitude,component_short,component_long,result,remark,units,mdl,pql,mrl,dilution,date_received,date_analyzed,test_comments,analysis_method,lab_id,lab_accreditation_authority,laboratory,rq_number,WBID,REGsites
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.31,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Field,NA,NA,SALT,Salinity,9.57,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Sample,NA,NA,TN,Total Nitrogen,1.49,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",86.8,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,ENTERO,Enterococcus,61,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,WTEM,Water temperature,28.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,SpCond,Specific Conductance,20494,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Field,NA,NA,SpCond,Specific Conductance,3332,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Field,NA,NA,pH,pH,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,PHEA,Pheophytin a,12,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",700,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,ENTERO,Enterococcus,42,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,pH,pH,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,DO,Dissolved oxygen,3.54,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Field,NA,NA,ATEMP,Air temperature,24.5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",48.85,calculated using https://www.loligosystems.com/convert-oxygen-units?menu=77,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,ATEMP,Air temperature,31.33333333333334,calculated from F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),10,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,WIND_S,Wind Speed,2.2369,calculated from mph (mph*2.2369),m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),10,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",46.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,DTKN,"Kjeldahl Nitrogen, Dissolved",1.7,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Sample,30.08302,-81.34286,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-03-04T11:01:00Z,Field,NA,NA,DO,Dissolved oxygen,7.49,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,ATEMP,Air temperature,24.6,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,WIND_S,Wind Speed,4,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Field,30.08302,-81.34286,DO,Dissolved oxygen,7.04,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Sample,30.08302,-81.34286,PHEA,Pheophytin a,24,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Sample,30.08302,-81.34286,TP,Total Phosphorus,0.106,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-11-07T11:21:00Z,Field,30.08302,-81.34286,WIND_S,Wind Speed,1.9,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Sample,30.08302,-81.34286,FECCOL,"Coliform, Fecal",10,U,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-12-05T11:02:00Z,Sample,NA,NA,W-COLOR,Color (true),64,NA,PCU,1,TRUE,NA,NA,NA,NA,NA,SM 2120 B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,WDEPTH,Water Depth,0.9144,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-11-07T11:21:00Z,Field,30.08302,-81.34286,DO,Dissolved oxygen,7.08,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.028,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,TP,Total Phosphorus,0.204,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.01,U,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,TP,Total Phosphorus,0.186,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,pH,pH,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Field,NA,NA,DO,Dissolved oxygen,0.63,Potential sensor issues,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,2.3,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.286,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",45.1,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,1.49,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-08-03T09:32:00Z,Field,NA,NA,pH,pH,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,2.86,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,TN,Total Nitrogen,2.89,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,PHEA,Pheophytin a,11.7,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,WTEM,Water temperature,20.4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",36.7,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,DO,Dissolved oxygen,3.75,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",52,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Field,NA,NA,WIND_S,Wind Speed,5.8,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),5,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),20,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,TP,Total Phosphorus,0.175,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",44.55,calculated using https://www.loligosystems.com/convert-oxygen-units?menu=82,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",200,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,WIND_S,Wind Speed,1.6,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),5,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),20,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,SpCond,Specific Conductance,8602,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.234,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,ATEMP,Air temperature,22.6,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",20,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,WIND_S,Wind Speed,2.90797,calculated from mph (mph*2.2369),m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,SALT,Salinity,4.81,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-10-18T09:38:00Z,Sample,NA,NA,PHEA,Pheophytin a,28,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-11-02T10:39:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",43.3,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,TN,Total Nitrogen,2.54,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Sample,NA,NA,ENTERO,Enterococcus,72,NA,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D6503,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-07-20T10:05:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,2.53,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,WTEM,Water temperature,27.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMOLNUT,2017-09-20T10:32:00Z,Field,NA,NA,SpCond,Specific Conductance,1790,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-03-04T11:01:00Z,Field,NA,NA,SALT,Salinity,4.79,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,ENTERO,Enterococcus,10,U,MPN/100mL,NA,NA,NA,NA,NA,NA,NA,ASTM D650399,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Field,30.08302,-81.34286,SALT,Salinity,4.7,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,TSS,Total Suspended Solids,24,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 2540 D-103,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,Fluoride,Fluoride,0.43,NA,mg F/L,NA,NA,NA,NA,NA,NA,NA,SM 4500 F-C-103,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,W-TOC,Organic Carbon,22,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-11-07T11:21:00Z,Field,30.08302,-81.34286,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,SECCHI,Secchi Disk,0.4,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-11-07T11:21:00Z,Field,30.08302,-81.34286,SpCond,Specific Conductance,9411,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",90.3,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,DO,Dissolved oxygen,8.95,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,NH4_N,"Ammonia as Nitrogen, Dissolved",0.25,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Sample,30.08302,-81.34286,TP,Total Phosphorus,0.064,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,SALT,Salinity,4.8,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Sample,30.08302,-81.34286,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",101,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-11-07T11:21:00Z,Sample,30.08302,-81.34286,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",38.5,=,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-07-11T11:45:00Z,Field,30.08302,-81.34286,DO_p,"Dissolved oxygen, percent saturation",71.2,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-09-06T10:15:00Z,Sample,30.08302,-81.34286,Triclopyr,Triclopyr,0.004,U,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-09-06T10:15:00Z,Sample,30.08302,-81.34286,Imidacloprid,Imidacloprid,0.002,U,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,SALT,Salinity,3.24,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Sample,30.08302,-81.34286,FECCOL,"Coliform, Fecal",10,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,pH,pH,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,DO,Dissolved oxygen,7.42,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,SpCond,Specific Conductance,5938,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Field,30.08302,-81.34286,WTEM,Water temperature,20.1,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-10-22T11:06:00Z,Field,30.08302,-81.34286,SECCHI,Secchi Disk,0.2,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2019-02-04T12:00:00Z,Field,NA,NA,WTEM,Water temperature,17.9,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
Lake Middle,GTMLMNUT,2018-03-28T10:23:00Z,Sample,30.08302,-81.34286,NO23F,Nitrate+Nitrite,0.069,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
Lake South,GTMDNNUT,2017-07-20T08:42:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",8,B,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Excluded
Lake South,GTMDNNUT,2017-08-03T10:16:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",61.05,calculated using https://www.loligosystems.com/convert-oxygen-units?menu=78,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Excluded
Lake South,GTMDNNUT,2017-08-03T10:16:00Z,Field,NA,NA,ATEMP,Air temperature,30.388888888888893,calculated from F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Excluded
Lake South,GTMDNNUT,2017-08-03T10:16:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Excluded
Lake South,GTMDNNUT,2017-07-20T08:42:00Z,Field,NA,NA,pH,pH,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Excluded
Lake South,GTMDNNUT,2017-07-20T08:42:00Z,Field,NA,NA,DO,Dissolved oxygen,0.07,Potential sensor issues,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Excluded
